"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"1","5","/__w/sf-core/sf-core/src/frameworks/feature-management/core/main/classes/FeatureCheckerImplementation.cls","36","20","ApexDoc","Missing ApexDoc @description","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd-custom"
